Flightline,Frame_ID,Latitude,Longitude,Height ASL_meters,Azimuth_degrees,Nominal_scale,Exposure_date,Download,metadata_link,source_link
48-003,613,18.2897983,-65.068382,.,78.6,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/613.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=613,https://products.coastalscience.noaa.gov/aerialviewer/
48-003,614,18.2984283,-65.023193,.,89.7,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/614.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=614,https://products.coastalscience.noaa.gov/aerialviewer/
48-003,615,18.2986617,-64.980933,.,91.9,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/615.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=615,https://products.coastalscience.noaa.gov/aerialviewer/
48-003,616,18.2974083,-64.941723,.,90.2,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/616.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=616,https://products.coastalscience.noaa.gov/aerialviewer/
48-003,617,18.2973033,-64.902105,.,88.6,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/617.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=617,https://products.coastalscience.noaa.gov/aerialviewer/
48-003,618,18.298275,-64.861572,.,94.9,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/618.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=618,https://products.coastalscience.noaa.gov/aerialviewer/
48-003,619,18.2950917,-64.822438,.,91.1,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/619.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=619,https://products.coastalscience.noaa.gov/aerialviewer/
48-003,620,18.2944183,-64.785435,.,90.7,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/620.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=620,https://products.coastalscience.noaa.gov/aerialviewer/
48-003,621,18.2939717,-64.747785,.,90.9,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/621.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=621,https://products.coastalscience.noaa.gov/aerialviewer/
48-003,622,18.2933583,-64.707183,.,92.5,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/622.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=622,https://products.coastalscience.noaa.gov/aerialviewer/
48-003,623,18.2920283,-64.675077,.,124.1,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/623.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=623,https://products.coastalscience.noaa.gov/aerialviewer/
48-003,624,18.29189,-64.674862,.,95.8,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/624.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=624,https://products.coastalscience.noaa.gov/aerialviewer/
48-003,625,18.2876633,-64.631338,.,349.7,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/625.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=625,https://products.coastalscience.noaa.gov/aerialviewer/
48-002,626,18.3366217,-64.64067,.,272.7,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/626.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=626,https://products.coastalscience.noaa.gov/aerialviewer/
48-002,627,18.3383817,-64.680093,.,273.7,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/627.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=627,https://products.coastalscience.noaa.gov/aerialviewer/
48-002,628,18.34076,-64.718917,.,271.8,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/628.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=628,https://products.coastalscience.noaa.gov/aerialviewer/
48-002,629,18.3417217,-64.75052,.,269.9,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/629.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=629,https://products.coastalscience.noaa.gov/aerialviewer/
48-002,630,18.3416617,-64.799138,.,267.3,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/630.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=630,https://products.coastalscience.noaa.gov/aerialviewer/
48-002,631,18.340105,-64.834322,.,270.8,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/631.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=631,https://products.coastalscience.noaa.gov/aerialviewer/
48-002,632,18.3406817,-64.879772,.,270.3,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/632.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=632,https://products.coastalscience.noaa.gov/aerialviewer/
48-002,633,18.3409017,-64.919247,.,272.3,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/633.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=633,https://products.coastalscience.noaa.gov/aerialviewer/
48-002,634,18.3423617,-64.958047,.,274.7,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/634.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=634,https://products.coastalscience.noaa.gov/aerialviewer/
48-002,635,18.3452883,-64.99526,.,270.2,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/635.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=635,https://products.coastalscience.noaa.gov/aerialviewer/
48-002,636,18.345395,-65.035623,.,271.7,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/636.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=636,https://products.coastalscience.noaa.gov/aerialviewer/
48-002,637,18.3464133,-65.071978,.,269.2,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/637.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=637,https://products.coastalscience.noaa.gov/aerialviewer/
48-002,638,18.345875,-65.110643,.,272.2,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/638.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=638,https://products.coastalscience.noaa.gov/aerialviewer/
48-002,639,18.34765,-65.158942,.,267.3,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/639.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=639,https://products.coastalscience.noaa.gov/aerialviewer/
48-002,640,18.345665,-65.202762,.,266.9,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/640.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=640,https://products.coastalscience.noaa.gov/aerialviewer/
48-002,641,18.3444167,-65.226673,.,272.5,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/641.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=641,https://products.coastalscience.noaa.gov/aerialviewer/
48-002,642,18.346,-65.26531,.,273.2,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/642.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=642,https://products.coastalscience.noaa.gov/aerialviewer/
48-002,643,18.347815,-65.300042,.,268.6,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/643.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=643,https://products.coastalscience.noaa.gov/aerialviewer/
48-001,648,18.3797433,-65.123072,.,89.3,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/648.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=648,https://products.coastalscience.noaa.gov/aerialviewer/
48-001,649,18.3800533,-65.095355,.,92.3,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/649.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=649,https://products.coastalscience.noaa.gov/aerialviewer/
48-001,650,18.3791033,-65.070063,.,92.6,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/650.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=650,https://products.coastalscience.noaa.gov/aerialviewer/
48-001,651,18.377365,-65.029752,.,89.8,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/651.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=651,https://products.coastalscience.noaa.gov/aerialviewer/
48-001,652,18.377515,-64.991427,.,88.2,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/652.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=652,https://products.coastalscience.noaa.gov/aerialviewer/
48-001,653,18.37874,-64.950462,.,93.3,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/653.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=653,https://products.coastalscience.noaa.gov/aerialviewer/
48-001,654,18.3768283,-64.91531,.,92,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/654.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=654,https://products.coastalscience.noaa.gov/aerialviewer/
48-001,655,18.3754317,-64.873222,.,89.1,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/655.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=655,https://products.coastalscience.noaa.gov/aerialviewer/
48-001,656,18.37606,-64.833097,.,90.1,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/656.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=656,https://products.coastalscience.noaa.gov/aerialviewer/
48-001,657,18.376005,-64.796212,.,93.3,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/657.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=657,https://products.coastalscience.noaa.gov/aerialviewer/
48-001,658,18.3742617,-64.7643,.,85.4,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/658.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=658,https://products.coastalscience.noaa.gov/aerialviewer/
48-001,659,18.3769683,-64.728562,.,89.5,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/659.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=659,https://products.coastalscience.noaa.gov/aerialviewer/
48-001,660,18.377255,-64.69031,.,92.1,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/660.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=660,https://products.coastalscience.noaa.gov/aerialviewer/
48-001,661,18.3760567,-64.655252,.,93.4,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/661.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=661,https://products.coastalscience.noaa.gov/aerialviewer/
48-001,662,18.3739333,-64.617222,.,93.4,48,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/662.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=662,https://products.coastalscience.noaa.gov/aerialviewer/
STT 30-001,663,18.3430083,-64.915498,.,270.8,30,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/663.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=663,https://products.coastalscience.noaa.gov/aerialviewer/
STT 30-001,664,18.34328,-64.936135,.,276.5,30,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/664.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=664,https://products.coastalscience.noaa.gov/aerialviewer/
STT 30-001,665,18.3457867,-64.95924,.,254.6,30,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/665.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=665,https://products.coastalscience.noaa.gov/aerialviewer/
STT 30-001,666,18.3418667,-64.974247,.,272.9,30,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/666.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=666,https://products.coastalscience.noaa.gov/aerialviewer/
STT 30-001,667,18.3421783,-64.980773,.,267.8,30,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/667.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=667,https://products.coastalscience.noaa.gov/aerialviewer/
STT 30-001,668,18.34144,-65.001483,.,267.8,30,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/668.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=668,https://products.coastalscience.noaa.gov/aerialviewer/
STT 30-001,669,18.3405717,-65.02529,.,272.9,30,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/669.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=669,https://products.coastalscience.noaa.gov/aerialviewer/
STT 30-001,670,18.3416033,-65.04655,.,265.9,30,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/670.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=670,https://products.coastalscience.noaa.gov/aerialviewer/
STT 30-001,671,18.3401767,-65.067718,.,263.4,30,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/671.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=671,https://products.coastalscience.noaa.gov/aerialviewer/
STT 30-001,672,18.337585,-65.091385,.,267.4,30,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/672.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=672,https://products.coastalscience.noaa.gov/aerialviewer/
STT 30-001,673,18.3367067,-65.111688,.,262.1,30,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/673.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=673,https://products.coastalscience.noaa.gov/aerialviewer/
STT 30-001,674,18.3347617,-65.126475,.,262.1,30,3/1/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/674.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=674,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-001,807,18.3795117,-65.10448,7269,90.1,48,3/29/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/807.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=807,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-001,808,18.3798717,-65.063382,7285,89.6,48,3/29/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/808.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=808,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-001,809,18.37965,-65.022292,7287,91.1,48,3/29/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/809.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=809,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-001,810,18.37847,-64.981302,7279,92.3,48,3/29/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/810.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=810,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-001,811,18.3772867,-64.94036,7262,91.4,48,3/29/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/811.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=811,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-001,812,18.3767167,-64.899482,7239,90.3,48,3/29/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/812.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=812,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-001,813,18.3767733,-64.857203,7217,89.5,48,3/29/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/813.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=813,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-001,814,18.376995,-64.81491,7202,89.5,48,3/29/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/814.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=814,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-001,815,18.3771483,-64.774,7194,89.9,48,3/29/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/815.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=815,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-001,816,18.376875,-64.733135,7194,91.4,48,3/29/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/816.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=816,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-001,817,18.375675,-64.692313,7200,91.7,48,3/29/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/817.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=817,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-001,818,18.37457,-64.652863,7210,91.6,48,3/29/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/818.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=818,https://products.coastalscience.noaa.gov/aerialviewer/
PR 48-110,829,18.1171217,-65.307708,7158,142.4,48,3/30/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/829.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=829,https://products.coastalscience.noaa.gov/aerialviewer/
PR 48-110,830,18.0876633,-65.284015,7209,142.4,48,3/30/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/830.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=830,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-002,848,18.3420967,-65.282258,7400,91.7,48,3/30/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/848.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=848,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-002,849,18.3416267,-65.24103,7407,89.5,48,3/30/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/849.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=849,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-002,850,18.342305,-65.198498,7405,89.1,48,3/30/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/850.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=850,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-002,851,18.342205,-65.154615,7391,91,48,3/30/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/851.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=851,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-002,852,18.341005,-65.11201,7383,92.3,48,3/30/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/852.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=852,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-002,853,18.339435,-65.070545,7359,92.3,48,3/30/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/853.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=853,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-002,854,18.3377817,-65.027818,7342,92.2,48,3/30/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/854.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=854,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-002,855,18.33611,-64.986478,7326,92.6,48,3/30/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/855.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=855,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-002,856,18.3346917,-64.945138,7316,91.2,48,3/30/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/856.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=856,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-002,857,18.3339267,-64.903793,7310,90.6,48,3/30/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/857.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=857,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-002,858,18.3337867,-64.8638,7302,89.7,48,3/30/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/858.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=858,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-002,859,18.3338483,-64.82384,7298,89.9,48,3/30/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/859.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=859,https://products.coastalscience.noaa.gov/aerialviewer/
VI 48-002,860,18.33441,-64.781437,7293,88.9,48,3/30/1999 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi/images/860.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi&id=860,https://products.coastalscience.noaa.gov/aerialviewer/
