Flightline,Frame_ID,Latitude,Longitude,Height ASL_meters,Azimuth_degrees,Nominal_scale,Exposure_date,Download,metadata_link,source_link
,720_849,18.30111,-64.80861,9144,0.1,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_849.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_849,https://products.coastalscience.noaa.gov/aerialviewer/
,720_850,18.30111,-64.83222,9144,0.1,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_850.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_850,https://products.coastalscience.noaa.gov/aerialviewer/
,720_851,18.30111,-64.85583,9144,269.3,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_851.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_851,https://products.coastalscience.noaa.gov/aerialviewer/
,720_852,18.30083,-64.87917,9144,0.1,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_852.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_852,https://products.coastalscience.noaa.gov/aerialviewer/
,720_853,18.30083,-64.90278,9144,0.1,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_853.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_853,https://products.coastalscience.noaa.gov/aerialviewer/
,720_854,18.30083,-64.92667,9144,0.1,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_854.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_854,https://products.coastalscience.noaa.gov/aerialviewer/
,720_855,18.30083,-64.95028,9144,269.3,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_855.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_855,https://products.coastalscience.noaa.gov/aerialviewer/
,720_856,18.30056,-64.97389,9144,0.1,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_856.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_856,https://products.coastalscience.noaa.gov/aerialviewer/
,720_857,18.30056,-64.9975,9144,269.3,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_857.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_857,https://products.coastalscience.noaa.gov/aerialviewer/
,720_858,18.30028,-65.02111,9144,0.1,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_858.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_858,https://products.coastalscience.noaa.gov/aerialviewer/
,720_859,18.30028,-65.04472,9144,0.1,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_859.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_859,https://products.coastalscience.noaa.gov/aerialviewer/
,720_860,18.30028,-65.06833,9144,0.1,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_860.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_860,https://products.coastalscience.noaa.gov/aerialviewer/
,720_861,18.30028,-65.09195,9144,0.1,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_861.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_861,https://products.coastalscience.noaa.gov/aerialviewer/
,720_866,18.34111,-64.99445,9144,117.8,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_866.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_866,https://products.coastalscience.noaa.gov/aerialviewer/
,720_867,18.33056,-64.97333,9144,117.1,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_867.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_867,https://products.coastalscience.noaa.gov/aerialviewer/
,720_868,18.32028,-64.95222,9144,117.2,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_868.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_868,https://products.coastalscience.noaa.gov/aerialviewer/
,720_869,18.31,-64.93111,9144,116.8,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_869.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_869,https://products.coastalscience.noaa.gov/aerialviewer/
,720_870,18.29972,-64.90972,9144,117.8,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_870.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_870,https://products.coastalscience.noaa.gov/aerialviewer/
,720_871,18.28917,-64.88861,9144,117.1,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_871.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_871,https://products.coastalscience.noaa.gov/aerialviewer/
,720_872,18.27889,-64.8675,9144,117.1,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_872.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_872,https://products.coastalscience.noaa.gov/aerialviewer/
,720_873,18.26861,-64.84639,9144,117.1,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_873.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_873,https://products.coastalscience.noaa.gov/aerialviewer/
,720_874,18.25833,-64.82528,9144,116.8,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_874.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_874,https://products.coastalscience.noaa.gov/aerialviewer/
,720_875,18.24806,-64.80389,9144,117.8,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_875.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_875,https://products.coastalscience.noaa.gov/aerialviewer/
,720_876,18.2375,-64.78278,9144,117.8,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_876.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_876,https://products.coastalscience.noaa.gov/aerialviewer/
,720_877,18.25556,-64.63222,9144,281.1,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_877.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_877,https://products.coastalscience.noaa.gov/aerialviewer/
,720_878,18.26,-64.65611,9144,280.3,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_878.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_878,https://products.coastalscience.noaa.gov/aerialviewer/
,720_879,18.26417,-64.68028,9144,280.4,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_879.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_879,https://products.coastalscience.noaa.gov/aerialviewer/
,720_880,18.26833,-64.70417,9144,280.3,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_880.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_880,https://products.coastalscience.noaa.gov/aerialviewer/
,720_881,18.2725,-64.72833,9144,280.4,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_881.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_881,https://products.coastalscience.noaa.gov/aerialviewer/
,720_882,18.27667,-64.75222,9144,281.1,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_882.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_882,https://products.coastalscience.noaa.gov/aerialviewer/
,720_883,18.28111,-64.77611,9144,280.3,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_883.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_883,https://products.coastalscience.noaa.gov/aerialviewer/
,720_884,18.28528,-64.80028,9144,280.4,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_884.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_884,https://products.coastalscience.noaa.gov/aerialviewer/
,720_885,18.28945,-64.82417,9144,281,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_885.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_885,https://products.coastalscience.noaa.gov/aerialviewer/
,720_886,18.29389,-64.84833,9144,129.7,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_886.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_886,https://products.coastalscience.noaa.gov/aerialviewer/
,720_887,18.27722,-64.82722,9144,80,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_887.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_887,https://products.coastalscience.noaa.gov/aerialviewer/
,720_888,18.28083,-64.80556,9144,80,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_888.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_888,https://products.coastalscience.noaa.gov/aerialviewer/
,720_889,18.28445,-64.78389,9144,80,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_889.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_889,https://products.coastalscience.noaa.gov/aerialviewer/
,720_890,18.28806,-64.76222,9144,80.2,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_890.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_890,https://products.coastalscience.noaa.gov/aerialviewer/
,720_891,18.29167,-64.74028,9144,80,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_891.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_891,https://products.coastalscience.noaa.gov/aerialviewer/
,720_892,18.29528,-64.71861,9144,80,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_892.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_892,https://products.coastalscience.noaa.gov/aerialviewer/
,720_893,18.29889,-64.69695,9144,80,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_893.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_893,https://products.coastalscience.noaa.gov/aerialviewer/
,720_894,18.3025,-64.67528,9144,80.2,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_894.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_894,https://products.coastalscience.noaa.gov/aerialviewer/
,720_895,18.30611,-64.65333,9144,268.2,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_895.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_895,https://products.coastalscience.noaa.gov/aerialviewer/
,720_896,18.30445,-64.70889,9144,276.3,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_896.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_896,https://products.coastalscience.noaa.gov/aerialviewer/
,720_897,18.30722,-64.73528,9144,251,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_897.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_897,https://products.coastalscience.noaa.gov/aerialviewer/
,720_898,18.2975,-64.765,9144,272.1,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_898.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_898,https://products.coastalscience.noaa.gov/aerialviewer/
,720_899,18.29833,-64.78945,9144,271.4,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_899.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_899,https://products.coastalscience.noaa.gov/aerialviewer/
,720_900,18.29889,-64.81417,9144,272.7,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_900.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_900,https://products.coastalscience.noaa.gov/aerialviewer/
,720_901,18.3,-64.83889,9144,272.1,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_901.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_901,https://products.coastalscience.noaa.gov/aerialviewer/
,720_902,18.30083,-64.86333,9144,271.4,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_902.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_902,https://products.coastalscience.noaa.gov/aerialviewer/
,720_903,18.30139,-64.88806,9144,272.7,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_903.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_903,https://products.coastalscience.noaa.gov/aerialviewer/
,720_904,18.3025,-64.9125,9144,272,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_904.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_904,https://products.coastalscience.noaa.gov/aerialviewer/
,720_905,18.30333,-64.93722,9144,271.4,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_905.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_905,https://products.coastalscience.noaa.gov/aerialviewer/
,720_906,18.30389,-64.96195,9144,271.4,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_906.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_906,https://products.coastalscience.noaa.gov/aerialviewer/
,720_908,18.28889,-64.85056,9144,94.9,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_908.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_908,https://products.coastalscience.noaa.gov/aerialviewer/
,720_909,18.28722,-64.83,9144,94.9,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_909.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_909,https://products.coastalscience.noaa.gov/aerialviewer/
,720_910,18.28556,-64.80972,9144,90.8,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_910.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_910,https://products.coastalscience.noaa.gov/aerialviewer/
,720_911,18.285,-64.76667,9144,97.6,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_911.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_911,https://products.coastalscience.noaa.gov/aerialviewer/
,720_912,18.28222,-64.74472,9144,98.3,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_912.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_912,https://products.coastalscience.noaa.gov/aerialviewer/
,720_913,18.27917,-64.72278,9144,98.3,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_913.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_913,https://products.coastalscience.noaa.gov/aerialviewer/
,720_914,18.27611,-64.70083,9144,97.5,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_914.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_914,https://products.coastalscience.noaa.gov/aerialviewer/
,720_915,18.27333,-64.67861,9144,97.5,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_915.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_915,https://products.coastalscience.noaa.gov/aerialviewer/
,720_916,18.25111,-64.78833,9144,293.6,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_916.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_916,https://products.coastalscience.noaa.gov/aerialviewer/
,720_917,18.26056,-64.81111,9144,293.6,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_917.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_917,https://products.coastalscience.noaa.gov/aerialviewer/
,720_918,18.27,-64.83389,9144,293.8,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_918.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_918,https://products.coastalscience.noaa.gov/aerialviewer/
,720_919,18.27945,-64.85639,9144,293.6,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_919.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_919,https://products.coastalscience.noaa.gov/aerialviewer/
,720_920,18.28889,-64.87917,9144,293.9,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_920.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_920,https://products.coastalscience.noaa.gov/aerialviewer/
,720_921,18.29833,-64.90167,9144,293.6,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_921.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_921,https://products.coastalscience.noaa.gov/aerialviewer/
,720_922,18.30778,-64.92445,9144,0.1,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_922.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_922,https://products.coastalscience.noaa.gov/aerialviewer/
,720_923,18.30778,-64.95028,9144,0.1,60,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/720_923.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=720_923,https://products.coastalscience.noaa.gov/aerialviewer/
,721_964,18.38389,-64.72639,6096,265.2,40,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/721_964.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=721_964,https://products.coastalscience.noaa.gov/aerialviewer/
,721_965,18.3825,-64.74389,6096,266.2,40,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/721_965.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=721_965,https://products.coastalscience.noaa.gov/aerialviewer/
,721_966,18.38139,-64.76167,6096,265.2,40,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/721_966.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=721_966,https://products.coastalscience.noaa.gov/aerialviewer/
,721_967,18.38,-64.77917,6096,266.2,40,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/721_967.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=721_967,https://products.coastalscience.noaa.gov/aerialviewer/
,721_968,18.37889,-64.79667,6096,265.2,40,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/721_968.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=721_968,https://products.coastalscience.noaa.gov/aerialviewer/
,721_969,18.3775,-64.81417,6096,265.2,40,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/721_969.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=721_969,https://products.coastalscience.noaa.gov/aerialviewer/
,721_970,18.37611,-64.83167,6096,266.2,40,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/721_970.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=721_970,https://products.coastalscience.noaa.gov/aerialviewer/
,721_971,18.375,-64.84917,6096,265.2,40,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/721_971.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=721_971,https://products.coastalscience.noaa.gov/aerialviewer/
,721_972,18.37361,-64.86667,6096,266.2,40,11/15/1971 0:00,http://coastalscience.noaa.gov/datasets/aerialphotodb/usvi_historic/images/721_972.jpg,https://products.coastalscience.noaa.gov/aerialviewer/viewer.aspx?source=usvi_historic&id=721_972,https://products.coastalscience.noaa.gov/aerialviewer/
